Faction,Influence,Faction State,Last Time Updated
Unified Popon,19.2,Boom,2017-05-29 20:34:44
Arine Values Party,33.5,Boom,2017-05-29 20:34:44
Movement for Chacobog for Equality,4.2,Boom,2017-05-29 20:34:44
Canonn,43.1,Boom,2017-05-29 20:34:44
