Faction,Influence,Faction State,Last Time Updated
MOBIUS COLONIAL REPUBLIC NAVY,37.8378,None,2017-06-04 01:49:05
Colonia Council,7.8078,Boom,2017-06-04 01:49:05
Privateer's Alliance Expeditionary Force,26.9269,Boom,2017-06-04 01:49:05
Ed's 38,19.7197,Boom,2017-06-04 01:49:05
Canonn Deep Space Research,7.7077,Boom,2017-06-04 01:49:05
